date,size,firm,Union,FDP,GRUENE,LINKE,SPD,AfD
2017-02-01,1003,INSA/BILD,33.0,6.0,9.0,9.0,27.0,12.0
2017-02-02,2233,Emnid,33.0,6.0,8.0,8.0,29.0,11.0
2017-02-03,2501,Forsa,34.0,5.0,8.0,8.0,31.0,10.0
2017-02-05,1046,IPSOS,33.0,5.0,8.0,9.0,29.0,12.0
2017-02-06,2042,INSA YouGov,30.0,6.0,7.0,10.0,31.0,12.0
2017-02-07,5025,Civey,34.0,6.4,8.3,8.5,27.2,11.3
2017-02-08,1966,Emnid,33.0,6.0,7.0,8.0,32.0,10.0
2017-02-08,1009,GMS,33.0,6.0,9.0,8.0,29.0,11.0
2017-02-10,2502,Forsa,34.0,5.0,7.0,8.0,31.0,9.0
2017-02-13,2028,INSA YouGov,30.0,5.0,7.0,10.0,31.0,12.0
2017-02-15,1542,Allensbach,33.0,7.0,8.0,8.0,31.0,9.0
2017-02-15,1885,Emnid,32.0,6.0,7.0,8.0,33.0,9.0
2017-02-16,1231,FG Wahlen,34.0,6.0,9.0,7.0,30.0,10.0
2017-02-17,2502,Forsa,34.0,6.0,7.0,8.0,31.0,8.0
2017-02-20,5011,Civey,34.1,6.5,7.9,8.4,28.7,10.0
2017-02-20,2030,INSA YouGov,32.0,6.0,7.0,10.0,30.0,11.0
2017-02-20,1045,IPSOS,32.0,5.0,7.0,10.0,30.0,12.0
2017-02-22,1880,Emnid,32.0,7.0,7.0,8.0,32.0,9.0
2017-02-22,1047,Infratest dimap,31.0,6.0,8.0,7.0,32.0,11.0
2017-02-24,2500,Forsa,33.0,7.0,8.0,7.0,31.0,9.0
2017-02-27,5012,Civey,34.3,6.4,7.1,8.1,31.4,8.4
2017-02-27,2004,INSA YouGov,31.0,7.0,7.0,8.0,32.0,11.0
2017-03-01,1403,Emnid,33.0,6.0,7.0,8.0,32.0,10.0
2017-03-03,2502,Forsa,33.0,6.0,8.0,7.0,32.0,8.0
2017-03-06,5006,Civey,33.6,7.0,6.7,7.6,31.2,9.4
2017-03-06,2022,INSA YouGov,30.5,7.5,6.5,8.5,31.5,11.0
2017-03-06,1058,Ipsos,33.0,6.0,8.0,9.0,29.0,11.0
2017-03-08,1882,Emnid,33.0,6.0,7.0,8.0,33.0,8.0
2017-03-08,1502,Infratest dimap,32.0,6.0,8.0,8.0,31.0,11.0
2017-03-09,1212,FG Wahlen,34.0,5.0,7.0,8.0,32.0,9.0
2017-03-10,5017,Civey,33.5,6.7,6.8,7.1,31.4,10.3
2017-03-10,2505,Forsa,33.0,6.0,7.0,7.0,32.0,9.0
2017-03-13,5016,Civey,33.1,6.2,7.7,8.3,29.3,11.0
2017-03-13,2051,INSA YouGov,31.0,7.0,6.5,8.5,31.0,11.5
2017-03-15,1832,Emnid,33.0,5.0,8.0,8.0,32.0,9.0
2017-03-17,2504,Forsa,34.0,6.0,7.0,7.0,31.0,9.0
2017-03-19,1397,Allensbach,34.0,6.5,7.5,8.0,33.0,7.0
2017-03-20,1933,INSA YouGov,31.0,6.5,6.5,8.5,32.0,11.5
2017-03-20,1055,IPSOS,33.0,6.0,8.0,8.0,30.0,11.0
2017-03-21,5030,Civey,32.2,6.1,6.7,7.6,33.1,10.0
2017-03-22,2450,Emnid,33.0,5.0,8.0,8.0,33.0,9.0
2017-03-22,1008,GMS,34.0,6.0,8.0,8.0,31.0,9.0
2017-03-22,1023,Infratest dimap,32.0,6.0,8.0,7.0,32.0,11.0
2017-03-24,2501,Forsa,34.0,6.0,7.0,8.0,32.0,7.0
2017-03-27,7524,Civey,32.8,6.2,6.9,7.1,32.5,10.0
2017-03-27,2034,INSA YouGov,32.0,6.0,6.5,8.5,32.0,11.0
2017-03-29,2416,Emnid,33.0,6.0,7.0,8.0,33.0,8.0
2017-03-31,2504,Forsa,36.0,5.0,7.0,9.0,29.0,8.0
2017-04-03,7544,Civey,34.3,6.5,6.8,7.9,31.9,8.2
2017-04-03,2033,INSA YouGov,32.0,6.5,6.5,9.0,32.5,9.0
2017-04-03,1046,IPSOS,34.0,5.0,8.0,8.0,30.0,10.0
2017-04-05,1958,Emnid,35.0,5.0,7.0,8.0,33.0,9.0
2017-04-06,1384,FG Wahlen,35.0,5.0,7.0,8.0,32.0,9.0
2017-04-07,2502,Forsa,36.0,6.0,7.0,8.0,30.0,8.0
2017-04-10,7544,Civey,35.1,5.8,7.0,8.6,30.1,9.0
2017-04-10,2030,INSA YouGov,33.0,6.5,6.5,8.5,31.5,10.0
2017-04-12,2436,Emnid,35.0,6.0,7.0,9.0,31.0,9.0
2017-04-12,1502,Infratest dimap,34.0,6.0,8.0,7.0,31.0,11.0
2017-04-13,1407,Allensbach,36.0,6.0,7.0,9.0,31.0,7.0
2017-04-13,2007,Forsa,36.0,6.0,6.0,9.0,30.0,8.0
2017-04-17,7549,Civey,34.4,6.3,7.2,8.7,29.8,9.5
2017-04-18,2038,INSA YouGov,34.0,6.5,6.0,9.0,30.5,10.0
2017-04-18,1056,IPSOS,35.0,5.0,7.0,8.0,30.0,10.0
2017-04-19,1412,Emnid,36.0,5.0,6.0,9.0,31.0,9.0
2017-04-19,934,Infratest dimap,35.0,6.0,7.0,8.0,30.0,10.0
2017-04-21,2002,Forsa,36.0,6.0,7.0,8.0,30.0,9.0
2017-04-24,2041,INSA YouGov,34.0,6.5,6.5,9.5,30.0,10.0
2017-04-25,7557,Civey,34.7,6.2,6.8,8.6,30.3,9.2
2017-04-26,2439,Emnid,36.0,6.0,7.0,9.0,29.0,9.0
2017-04-27,1328,FG Wahlen,37.0,6.0,8.0,9.0,29.0,8.0
2017-04-28,2502,Forsa,36.0,7.0,8.0,8.0,28.0,8.0
2017-05-02,7566,Civey,35.6,6.5,7.5,8.9,28.5,8.9
2017-05-02,2035,INSA YouGov,34.0,7.0,6.5,10.5,28.5,9.0
2017-05-02,1059,IPSOS,36.0,5.0,7.0,8.0,30.0,9.0
2017-05-02,1957,YouGov,35.0,7.0,7.0,9.0,28.0,9.0
2017-05-03,1935,Emnid,36.0,6.0,7.0,9.0,28.0,9.0
2017-05-03,1004,GMS,36.0,7.0,7.0,8.0,29.0,9.0
2017-05-05,2004,Forsa,36.0,7.0,7.0,8.0,29.0,7.0
2017-05-08,2067,INSA YouGov,35.0,7.0,7.0,10.0,27.0,10.0
2017-05-09,7518,Civey,38.0,6.3,6.5,8.5,26.9,9.2
2017-05-10,1837,Emnid,37.0,6.0,8.0,10.0,27.0,8.0
2017-05-10,1500,Infratest dimap,37.0,8.0,8.0,7.0,27.0,10.0
2017-05-11,2010,YouGov,37.0,9.0,7.0,8.0,25.0,9.0
2017-05-12,2506,Forsa,38.0,8.0,7.0,8.0,26.0,7.0
2017-05-14,1049,IPSOS,37.0,6.0,7.0,8.0,29.0,8.0
2017-05-15,2037,INSA YouGov,36.0,8.0,6.0,9.0,27.0,10.0
2017-05-16,7560,Civey,38.3,6.8,7.0,9.3,26.7,7.8
2017-05-17,2413,Emnid,38.0,7.0,7.0,9.0,26.0,8.0
2017-05-17,1017,Infratest dimap,38.0,9.0,8.0,6.0,26.0,9.0
2017-05-17,2000,YouGov,38.0,9.0,7.0,9.0,25.0,9.0
2017-05-18,1344,FG Wahlen,38.0,8.0,7.0,9.0,27.0,7.0
2017-05-19,1457,Allensbach,37.0,9.0,8.0,8.0,26.0,8.0
2017-05-19,2502,Forsa,39.0,9.0,7.0,8.0,25.0,7.0
2017-05-22,7539,Civey,37.7,7.7,7.1,8.7,26.2,7.7
2017-05-22,2042,INSA YouGov,36.5,9.5,6.0,10.0,26.0,8.0
2017-05-23,1703,Emnid,38.0,8.0,8.0,8.0,25.0,8.0
2017-05-26,2001,Forsa,38.0,9.0,7.0,8.0,25.0,7.0
2017-05-29,7563,Civey,36.9,8.8,7.4,8.7,25.0,8.8
2017-05-29,2053,INSA YouGov,35.5,10.0,6.0,10.0,26.0,9.0
2017-05-29,1093,IPSOS,38.0,7.0,7.0,8.0,28.0,8.0
2017-05-31,1838,Emnid,38.0,7.0,7.0,8.0,27.0,8.0
2017-05-31,1016,GMS,39.0,10.0,8.0,8.0,23.0,8.0
2017-05-31,2040,YouGov,37.0,9.0,8.0,10.0,23.0,9.0
2017-06-01,1301,FG Wahlen,39.0,8.0,7.0,9.0,25.0,8.0
2017-06-01,1301,Forsa,39.0,8.0,7.0,9.0,25.0,8.0
2017-06-02,2501,Forsa,39.0,8.0,8.0,8.0,24.0,7.0
2017-06-06,10084,Civey,37.7,7.9,7.3,8.5,24.6,8.9
2017-06-06,2037,INSA YouGov,38.0,9.0,7.0,11.0,23.0,8.0
2017-06-07,1398,Emnid,39.0,7.0,8.0,9.0,25.0,8.0
2017-06-07,1503,Infratest dimap,38.0,10.0,7.0,8.0,24.0,9.0
2017-06-09,2004,Forsa,38.0,9.0,8.0,8.0,24.0,7.0
2017-06-12,2051,INSA YouGov,37.5,9.0,6.5,11.0,23.5,9.0
2017-06-12,1054,IPSOS,38.0,7.0,7.0,8.0,26.0,9.0
2017-06-13,10076,Civey,36.5,8.7,7.7,9.3,24.4,8.5
2017-06-13,2054,Emnid,39.0,7.0,7.0,9.0,25.0,8.0
2017-06-13,1018,Infratest dimap,39.0,9.0,7.0,8.0,24.0,8.0
2017-06-15,1437,Allensbach,40.0,10.5,7.0,8.5,24.0,6.5
2017-06-16,2505,Forsa,39.0,8.0,8.0,10.0,23.0,7.0
2017-06-19,2040,INSA YouGov,36.5,9.0,6.5,11.0,25.0,9.0
2017-06-20,10091,Civey,37.6,9.1,8.0,9.0,23.1,7.8
2017-06-21,1363,Emnid,39.0,7.0,8.0,9.0,24.0,8.0
2017-06-22,1261,FG Wahlen,39.0,8.0,8.0,9.0,25.0,7.0
2017-06-22,1523,YouGov,36.0,9.0,8.0,10.0,25.0,7.0
2017-06-23,2502,Forsa,40.0,7.0,9.0,9.0,23.0,7.0
2017-06-24,936,Emnid,39.0,8.0,8.0,9.0,24.0,7.0
2017-06-26,2056,INSA YouGov,37.0,9.0,6.5,10.0,26.0,8.5
2017-06-26,1052,Ipsos,39.0,8.0,7.0,8.0,25.0,9.0
2017-06-27,10000,Civey,38.6,9.4,7.5,9.2,23.4,7.7
2017-06-28,1507,Forsa,40.0,8.0,9.0,9.0,23.0,7.0
2017-06-28,2000,YouGov,38.0,8.0,8.0,9.0,25.0,8.0
2017-06-30,2503,Forsa,39.0,8.0,8.0,9.0,23.0,7.0
2017-07-03,2044,INSA YouGov,36.5,9.0,6.5,10.5,25.0,9.0
2017-07-04,10149,Civey,38.7,8.0,6.9,9.2,25.2,7.5
2017-07-05,1878,Emnid,38.0,8.0,8.0,9.0,25.0,7.0
2017-07-05,1009,GMS,39.0,9.0,9.0,8.0,23.0,7.0
2017-07-05,1500,Infratest dimap,39.0,9.0,8.0,9.0,23.0,9.0
2017-07-06,1321,FG Wahlen,40.0,8.0,8.0,9.0,24.0,7.0
2017-07-07,2501,Forsa,39.0,8.0,8.0,9.0,22.0,8.0
2017-07-10,2009,INSA YouGov,36.0,9.0,6.5,9.5,25.0,9.5
2017-07-11,10170,Civey,38.6,8.6,6.9,9.0,24.3,8.2
2017-07-11,1047,IPSOS,39.0,8.0,7.0,8.0,26.0,8.0
2017-07-12,1403,Allensbach,39.5,9.0,7.0,9.0,25.0,7.0
2017-07-12,1263,Emnid,38.0,7.0,8.0,9.0,25.0,8.0
2017-07-12,1980,YouGov,38.0,9.0,8.0,9.0,24.0,8.0
2017-07-14,2502,Forsa,40.0,8.0,8.0,9.0,22.0,7.0
2017-07-17,2026,INSA YouGov,36.0,8.5,6.5,9.5,25.0,10.0
2017-07-18,10171,Civey,37.3,9.2,7.3,9.4,23.8,8.4
2017-07-19,2349,Emnid,38.0,8.0,8.0,9.0,25.0,8.0
2017-07-20,1277,FG Wahlen,40.0,8.0,8.0,8.0,24.0,8.0
2017-07-21,2507,Forsa,40.0,8.0,8.0,9.0,22.0,7.0
2017-07-24,2009,INSA YouGov,37.5,8.5,6.5,10.5,25.0,9.0
2017-07-25,10208,Civey,39.7,9.3,6.4,8.5,24.6,7.0
2017-07-25,2000,YouGov,38.0,9.0,7.0,9.0,25.0,8.0
2017-07-26,1921,Emnid,38.0,8.0,8.0,9.0,24.0,9.0
2017-07-26,1004,Infratest dimap,40.0,8.0,8.0,8.0,23.0,9.0
2017-07-28,2501,Forsa,40.0,8.0,8.0,8.0,22.0,8.0
2017-07-31,2046,INSA YouGov,37.0,9.0,7.0,10.0,24.5,9.5
2017-08-01,10122,Civey,38.3,9.0,7.4,9.0,23.8,8.1
2017-08-01,2000,YouGov,37.0,9.0,7.0,9.0,25.0,8.0
2017-08-02,2453,Emnid,38.0,8.0,8.0,10.0,23.0,8.0
2017-08-04,2503,Forsa,40.0,7.0,8.0,8.0,23.0,8.0
2017-08-07,2046,INSA YouGov,37.0,9.0,6.5,10.5,25.0,9.0
2017-08-08,10226,Civey,38.1,8.9,8.2,9.8,22.4,8.7
2017-08-08,1505,Infratest dimap,39.0,8.0,8.0,9.0,24.0,8.0
2017-08-08,1513,YouGov,38.0,9.0,6.0,9.0,24.0,9.0
2017-08-09,1886,Emnid,38.0,8.0,7.0,10.0,24.0,8.0
2017-08-10,1352,FG Wahlen,40.0,8.0,8.0,8.0,24.0,8.0
2017-08-11,2507,Forsa,39.0,8.0,8.0,9.0,23.0,8.0
2017-08-14,2025,INSA YouGov,37.0,9.0,7.0,9.0,25.0,10.0
2017-08-15,10259,Civey,37.8,8.7,7.6,9.1,24.1,8.4
2017-08-15,1007,GMS,40.0,9.0,8.0,8.0,22.0,7.0
2017-08-15,1538,YouGov,37.0,9.0,7.0,9.0,25.0,9.0
2017-08-16,1426,Emnid,39.0,8.0,8.0,9.0,24.0,7.0
2017-08-17,1421,Allensbach,39.5,10.0,7.5,8.0,24.0,7.0
2017-08-18,2501,Forsa,38.0,8.0,7.0,9.0,24.0,9.0
2017-08-21,2036,INSA YouGov,38.0,9.0,7.0,9.0,24.0,10.0
2017-08-22,10088,Civey,38.1,8.3,8.0,9.0,24.8,7.6
2017-08-22,1520,YouGov,37.0,8.0,7.0,9.0,25.0,9.0
2017-08-23,1979,Emnid,38.0,9.0,7.0,9.0,23.0,8.0
2017-08-23,1035,Infratest dimap,38.0,9.0,8.0,9.0,22.0,10.0
2017-08-24,1283,FG Wahlen,39.0,9.0,8.0,9.0,22.0,9.0
2017-08-25,2501,Forsa,38.0,8.0,7.0,9.0,24.0,9.0
2017-08-28,2034,INSA YouGov,37.0,8.0,6.5,10.0,24.0,10.0
2017-08-28,1049,Trend Research Hamburg,38.0,9.0,6.0,9.0,23.0,10.0
2017-08-29,10112,Civey,37.6,9.6,7.6,9.2,22.9,8.6
2017-08-29,1557,YouGov,36.0,7.0,7.0,10.0,25.0,10.0
2017-08-30,1889,Emnid,38.0,8.0,8.0,9.0,24.0,8.0
2017-08-30,1411,Infratest dimap,37.0,8.0,8.0,9.0,23.0,11.0
2017-08-31,1043,Allensbach,38.5,10.0,7.5,8.0,24.0,8.0
2017-08-31,1309,FG Wahlen,39.0,10.0,8.0,9.0,22.0,8.0
2017-09-01,2503,Forsa,38.0,8.0,8.0,9.0,23.0,9.0
2017-09-04,2048,INSA YouGov,36.5,8.5,6.5,10.0,23.5,10.5
2017-09-05,10134,Civey,38.1,8.7,7.7,9.1,24.1,8.2
2017-09-06,1869,Emnid,37.0,8.0,8.0,9.0,24.0,9.0
2017-09-06,1012,GMS,38.0,10.0,9.0,9.0,22.0,8.0
2017-09-06,1503,Infratest dimap,37.0,9.0,8.0,10.0,21.0,11.0
2017-09-06,1045,Trend Research Hamburg,37.0,8.0,7.0,10.0,24.0,10.0
2017-09-06,1617,YouGov,34.0,9.0,7.0,9.0,24.0,11.0
2017-09-07,1378,FG Wahlen,38.0,9.0,8.0,9.0,22.0,9.0
2017-09-08,2505,Forsa,37.0,8.0,8.0,10.0,23.0,9.0
2017-09-11,2054,INSA YouGov,36.5,9.0,6.0,10.5,23.5,11.0
2017-09-12,10033,Civey,38.2,9.1,8.2,9.3,22.1,8.5
2017-09-12,1042,Trend Research Hamburg,36.0,9.0,7.0,10.0,22.0,11.0
2017-09-12,1600,YouGov,36.0,9.0,8.0,10.0,23.0,10.0
2017-09-13,1888,Emnid,36.0,9.0,8.0,10.0,22.0,11.0
2017-09-13,1503,Infratest dimap,37.0,9.5,7.5,9.0,20.0,12.0
2017-09-14,1083,Allensbach,36.5,11.0,8.0,9.0,22.0,10.0
2017-09-14,1383,FG Wahlen,36.0,10.0,8.0,9.0,23.0,10.0
2017-09-15,2501,Forsa,36.0,9.0,8.0,10.0,23.0,9.0
2017-09-18,2042,INSA YouGov,36.0,9.0,7.0,11.0,22.0,11.0
2017-09-19,10021,Civey,35.9,9.6,7.6,9.6,21.9,11.1
2017-09-19,1862,YouGov,36.0,9.0,7.0,10.0,23.0,10.0
2017-09-20,1004,GMS,37.0,9.0,8.0,9.0,22.0,10.0
2017-09-21,1994,Emnid,35.0,9.0,8.0,10.0,22.0,11.0
2017-09-21,1725,FG Wahlen,36.0,10.0,8.0,8.5,21.5,11.0
2017-09-21,2006,Forsa,36.0,9.5,7.0,9.5,22.0,11.0
2017-09-22,2000,INSA YouGov,34.0,9.0,8.0,11.0,21.0,13.0
2017-09-27,1038,Emnid,33.0,11.0,10.0,10.0,21.0,12.0
2017-09-28,1425,FG Wahlen,32.0,10.0,11.0,10.0,21.0,12.0
2017-09-28,1071,INSA YouGov,31.0,12.0,10.0,9.0,21.0,13.0
2017-09-29,2005,Forsa,32.0,11.0,10.0,10.0,20.0,12.0
2017-10-04,1490,Emnid,32.0,10.0,9.0,10.0,22.0,12.0
2017-10-06,2001,Forsa,32.0,11.0,11.0,9.0,20.0,12.0
2017-10-09,2015,INSA YouGov,32.0,11.0,9.0,9.0,22.0,13.0
2017-10-11,1960,Emnid,31.0,11.0,10.0,10.0,21.0,12.0
2017-10-12,1180,FG Wahlen,31.0,11.0,11.0,10.0,21.0,12.0
2017-10-13,2501,Forsa,32.0,11.0,11.0,9.0,20.0,12.0
2017-10-16,2011,INSA YouGov,32.0,10.0,9.5,9.0,21.5,13.0
2017-10-18,2304,Emnid,32.0,11.0,10.0,9.0,21.0,12.0
2017-10-18,1005,GMS,31.0,12.0,9.0,10.0,21.0,13.0
2017-10-18,1026,Infratest dimap,31.0,12.0,11.0,9.0,21.0,12.0
2017-10-19,1454,Allensbach,33.0,12.0,9.5,9.0,20.5,12.0
2017-10-20,2503,Forsa,31.0,11.0,10.0,10.0,22.0,11.0
2017-10-24,1002,INSA YouGov,33.0,10.0,9.0,10.0,21.0,13.0
2017-10-25,2296,Emnid,31.0,11.0,10.0,9.0,22.0,12.0
2017-10-26,1325,FG Wahlen,33.0,10.0,11.0,9.0,21.0,12.0
2017-10-27,2500,Forsa,33.0,11.0,11.0,9.0,20.0,11.0
2017-10-28,1024,INSA YouGov,31.0,11.0,10.0,10.0,21.0,13.0
2017-10-30,1476,Emnid,31.0,10.0,11.0,10.0,21.0,12.0
2017-11-03,2005,Forsa,32.0,11.0,10.0,9.0,21.0,12.0
2017-11-06,10012,Civey,31.0,11.0,10.2,9.4,20.4,13.7
2017-11-06,2023,INSA YouGov,31.0,10.5,8.5,10.5,22.0,13.5
2017-11-08,1392,Emnid,30.0,11.0,10.0,10.0,22.0,13.0
2017-11-08,1505,Infratest dimap,30.0,12.0,11.0,9.0,21.0,13.0
2017-11-10,2506,Forsa,32.0,12.0,10.0,9.0,20.0,12.0
2017-11-13,2049,INSA YouGov,32.0,10.5,9.0,10.5,20.0,13.5
2017-11-15,1842,Emnid,31.0,10.0,11.0,9.0,21.0,13.0
2017-11-15,1382,Infratest dimap,31.0,11.0,11.0,10.0,21.0,12.0
2017-11-16,1303,FG Wahlen,33.0,10.0,12.0,9.0,21.0,11.0
2017-11-20,1789,Forsa,31.0,10.0,12.0,9.0,21.0,12.0
2017-11-20,1011,Infratest dimap,32.0,10.0,11.0,10.0,22.0,11.0
2017-11-20,1034,INSA YouGov,30.0,11.0,10.0,11.0,21.0,14.0
2017-11-21,5044,Civey,29.2,13.2,11.9,8.4,19.5,13.6
2017-11-22,1069,INSA YouGov,32.0,10.0,10.0,10.0,22.0,13.0
2017-11-23,1225,Emnid,33.0,9.0,10.0,10.0,22.0,11.0
2017-11-24,2508,Forsa,33.0,10.0,12.0,9.0,19.0,11.0
2017-11-27,1299,Allensbach,33.0,10.0,11.0,9.0,21.5,11.0
2017-11-27,2003,INSA YouGov,32.0,10.0,10.0,10.0,22.0,13.0
2017-11-28,10024,Civey,31.7,13.1,11.0,8.9,20.4,10.6
2017-11-29,1888,Emnid,33.0,9.0,10.0,10.0,21.0,12.0
2017-12-01,2502,Forsa,34.0,8.0,13.0,9.0,20.0,10.0
2017-12-01,1010,GMS,32.0,10.0,10.0,10.0,21.0,13.0
2017-12-04,2063,INSA YouGov,31.0,10.0,10.0,11.0,22.0,13.0
2017-12-05,11936,Civey,31.5,11.9,11.0,9.2,20.4,11.3
2017-12-06,1880,Emnid,33.0,9.0,11.0,10.0,21.0,12.0
2017-12-06,1504,Infratest dimap,32.0,9.0,11.0,10.0,21.0,13.0
2017-12-07,1353,FG Wahlen,32.0,8.0,12.0,9.0,23.0,12.0
2017-12-10,4066,Forsa,34.0,8.0,12.0,9.0,20.0,11.0
2017-12-11,2013,INSA YouGov,31.0,9.0,10.5,10.5,22.0,13.5
2017-12-13,1865,Emnid,32.0,8.0,11.0,9.0,22.0,13.0
2017-12-13,1029,Infratest dimap,32.0,9.0,12.0,9.0,20.0,13.0
2017-12-14,1443,Allensbach,34.0,10.0,11.5,9.0,21.0,11.0
2017-12-15,2501,Forsa,33.0,8.0,12.0,10.0,20.0,12.0
2017-12-18,2031,INSA YouGov,31.0,9.0,10.0,11.0,21.0,14.0
2017-12-20,2203,INSA YouGov,33.0,10.5,9.5,10.0,20.5,13.0
2017-12-22,1861,Emnid,33.0,8.0,11.0,10.0,21.0,12.0
2017-12-22,2504,Forsa,34.0,8.0,12.0,10.0,19.0,12.0
2017-12-27,1992,YouGov,33.0,9.0,10.0,10.0,21.0,13.0
2018-01-02,1005,GMS,32.0,9.0,11.0,10.0,20.0,14.0
2018-01-02,2012,INSA YouGov,32.5,10.0,10.0,11.0,19.5,13.0
2018-01-03,1440,Emnid,33.0,9.0,12.0,9.0,20.0,12.0
2018-01-03,1506,Infratest dimap,33.0,9.0,11.0,9.0,21.0,13.0
2018-01-05,2003,Forsa,34.0,9.0,12.0,9.0,20.0,10.0
2018-01-08,11880,Civey,31.1,9.3,11.1,9.9,19.3,14.5
2018-01-08,2028,INSA YouGov,31.5,10.0,10.0,11.0,19.5,13.5
2018-01-10,1899,Emnid,34.0,8.0,11.0,9.0,21.0,13.0
2018-01-12,2501,Forsa,33.0,9.0,12.0,9.0,20.0,11.0
2018-01-15,2000,INSA YouGov,31.5,9.5,10.0,11.5,18.5,14.0
2018-01-17,1419,Emnid,33.0,8.0,10.0,10.0,21.0,13.0
2018-01-18,1221,Allensbach,34.0,10.0,10.5,8.5,21.0,12.0
2018-01-18,1332,FG Wahlen,33.0,8.0,12.0,10.0,20.0,12.0
2018-01-19,2501,Forsa,34.0,8.0,12.0,10.0,18.0,12.0
2018-01-22,1282,Forsa,34.0,8.0,12.0,11.0,17.0,13.0
2018-01-22,1169,INSA YouGov,31.5,10.0,10.0,11.0,18.0,14.0
2018-01-23,1566,YouGov,34.0,8.0,10.0,11.0,19.0,14.0
2018-01-24,1513,Emnid,34.0,8.0,11.0,10.0,20.0,12.0
2018-01-24,1043,Infratest dimap,33.0,10.0,11.0,10.0,19.0,12.0
2018-01-26,2505,Forsa,34.0,9.0,12.0,10.0,18.0,12.0
2018-01-29,2073,INSA YouGov,33.5,9.0,11.0,11.0,17.5,14.0
2018-01-31,1247,Emnid,33.0,9.0,11.0,10.0,20.0,13.0
2018-01-31,1502,Infratest dimap,33.0,10.0,11.0,11.0,18.0,14.0
2018-02-01,1302,FG Wahlen,31.0,7.0,14.0,11.0,19.0,14.0
2018-02-02,2507,Forsa,33.0,9.0,13.0,9.0,18.0,13.0
2018-02-05,2034,INSA YouGov,30.5,10.0,12.5,11.0,17.0,15.0
2018-02-07,1226,Emnid,34.0,9.0,11.0,9.0,20.0,12.0
2018-02-07,1007,GMS,32.0,9.0,13.0,9.0,18.0,14.0
2018-02-08,1003,Forsa,31.0,10.0,13.0,10.0,18.0,13.0
2018-02-09,NA,Forsa,31.0,10.0,13.0,10.0,17.0,13.0
2018-02-12,2608,INSA YouGov,29.5,10.5,13.0,11.5,16.5,15.0
2018-02-13,11841,Civey,33.3,9.3,12.8,10.2,16.4,13.2
2018-02-14,1478,Emnid,33.0,9.0,11.0,10.0,19.0,14.0
2018-02-15,1271,Allensbach,32.0,11.0,12.0,9.5,17.5,13.0
2018-02-15,1001,Infratest dimap,33.0,9.0,13.0,11.0,16.0,15.0
2018-02-16,2501,Forsa,34.0,9.0,13.0,10.0,16.0,13.0
2018-02-19,2040,INSA YouGov,32.0,9.0,13.0,11.0,15.5,16.0
2018-02-20,11909,Civey,32.2,9.4,12.5,10.0,16.5,14.6
2018-02-21,1985,Emnid,33.0,10.0,11.0,11.0,17.0,15.0
2018-02-21,1052,Infratest dimap,34.0,9.0,12.0,10.0,17.0,14.0
2018-02-22,1360,FG Wahlen,33.0,8.0,12.0,11.0,17.0,14.0
2018-02-23,2506,Forsa,35.0,9.0,12.0,9.0,18.0,13.0
2018-02-26,1063,INSA YouGov,32.5,9.0,12.0,12.0,15.5,16.0
2018-02-27,11878,Civey,33.7,8.1,12.6,10.4,18.1,12.1
2018-02-28,1890,Emnid,33.0,9.0,12.0,11.0,16.0,15.0
2018-02-28,1502,Infratest dimap,34.0,9.0,11.0,9.0,18.0,15.0
2018-02-28,1585,YouGov,32.0,8.0,12.0,12.0,16.0,16.0
2018-03-02,2505,Forsa,35.0,9.0,12.0,9.0,18.0,13.0
2018-03-05,1502,Forsa,34.0,9.0,12.0,9.0,19.0,13.0
2018-03-05,1052,INSA,33.0,10.0,12.0,12.0,15.0,15.0
2018-03-07,1869,Emnid,33.0,8.0,12.0,10.0,19.0,13.0
2018-03-09,2507,Forsa,34.0,9.0,13.0,10.0,18.0,12.0
2018-03-12,2033,INSA YouGov,32.0,9.5,11.0,12.0,17.5,15.0
2018-03-14,1959,Emnid,33.0,9.0,11.0,10.0,19.0,14.0
2018-03-15,1256,Allensbach,34.0,10.0,11.0,10.0,19.0,12.5
2018-03-15,1214,FG Wahlen,32.0,9.0,12.0,11.0,19.0,13.0
2018-03-16,2502,Forsa,34.0,8.0,11.0,10.0,19.0,13.0
2018-03-19,2066,INSA YouGov,32.0,10.0,10.5,12.0,17.5,15.0
2018-03-21,1972,Emnid,34.0,9.0,12.0,10.0,18.0,13.0
2018-03-21,1003,GMS,33.0,10.0,11.0,10.0,18.0,13.0
2018-03-21,1038,Infratest dimap,33.0,9.0,12.0,10.0,19.0,13.0
2018-03-23,2502,Forsa,31.0,9.0,12.0,11.0,19.0,14.0
2018-03-26,2051,INSA YouGov,32.5,10.0,10.5,12.0,17.0,15.0
2018-03-27,11868,Civey,31.2,9.3,11.9,10.5,17.2,15.4
2018-03-27,1579,YouGov,34.0,8.0,11.0,11.0,17.0,15.0
2018-03-28,1982,Emnid,34.0,8.0,12.0,11.0,18.0,12.0
2018-03-29,2003,Forsa,33.0,9.0,12.0,10.0,18.0,13.0
2018-03-31,1074,INSA,32.0,10.0,10.0,12.0,18.0,15.0
2018-04-04,1503,Infratest dimap,33.0,9.0,12.0,10.0,18.0,14.0
2018-04-05,1414,Emnid,34.0,8.0,12.0,11.0,17.0,13.0
2018-04-06,2005,Forsa,32.0,9.0,11.0,10.0,20.0,13.0
